age,education-num,hours-per-week,capital-gain,capital-loss,sex,married,income
35,9,30,0,0,1,1,0
75,9,30,0,0,1,1,0
47,10,50,0,0,0,1,0
23,6,40,0,0,1,1,0
51,9,8,0,0,0,0,0
42,9,40,0,0,1,0,0
32,10,32,0,0,0,1,1
54,9,35,0,0,0,0,0
20,10,40,0,0,0,1,0
39,9,40,0,0,1,1,1
41,9,38,7688,0,1,1,1
35,9,40,0,0,0,1,0
45,13,35,0,0,1,1,1
27,13,40,0,0,0,1,0
61,4,30,0,0,1,1,1
41,9,50,0,0,1,1,0
22,10,40,0,0,1,1,0
55,10,40,15024,0,1,1,1
66,13,6,0,0,1,1,0
25,10,40,0,0,1,1,0
20,10,35,0,0,0,1,0
20,10,35,0,0,0,1,0
67,13,16,0,0,1,1,0
44,10,60,0,0,1,1,1
42,9,60,0,0,1,1,1
29,10,40,0,0,1,1,0
48,10,38,0,0,0,1,1
25,9,40,0,0,0,1,0
31,9,99,0,0,0,0,1
48,13,70,0,2472,0,1,1
40,14,20,0,0,1,0,0
26,10,40,0,0,1,1,0
28,9,35,0,0,0,1,0
52,10,40,0,0,1,1,1
41,9,40,0,0,1,1,0
39,13,50,0,0,0,1,0
48,9,16,0,0,0,1,0
19,9,30,0,0,0,1,0
27,10,40,0,1651,1,1,0
59,11,50,0,1740,1,1,0
19,10,40,0,0,1,1,0
32,9,50,0,0,1,1,0
39,9,40,0,0,1,1,0
33,9,40,0,0,1,1,0
38,9,40,0,0,1,1,0
27,10,45,0,0,1,1,0
23,9,45,0,0,0,1,0
59,11,48,0,0,1,0,0
25,13,20,0,0,1,1,0
37,12,68,0,0,1,1,0
31,9,65,0,0,1,1,0
24,12,37,0,0,0,1,0
53,13,38,0,0,0,0,0
26,10,40,0,0,1,1,0
25,10,40,0,0,0,1,1
59,7,40,0,0,1,1,0
39,9,40,0,0,0,0,0
28,10,40,0,0,1,1,0
22,9,40,0,0,1,1,0
20,9,40,0,0,1,1,0
25,10,40,0,0,0,1,0
27,10,50,0,0,1,1,0
20,9,40,0,0,1,1,0
63,10,24,0,0,0,0,0
43,6,25,0,0,1,0,0
39,10,40,0,0,0,0,0
27,13,45,0,0,1,1,0
17,6,5,0,0,0,1,0
40,15,72,0,0,1,1,0
50,10,48,0,0,1,1,1
23,13,35,0,0,0,1,0
60,9,65,7298,0,1,1,1
30,9,40,0,0,0,1,0
24,9,50,0,0,1,1,0
23,13,20,0,0,0,1,0
24,13,30,5013,0,1,1,0
45,13,20,0,0,1,1,0
58,10,60,7298,0,1,1,1
22,10,20,0,0,1,1,0
41,10,40,0,0,1,1,0
48,4,40,0,0,1,1,1
31,9,40,0,0,1,0,0
33,15,50,0,1977,1,1,1
49,13,50,0,0,1,1,0
30,13,50,7688,0,1,1,1
38,9,40,0,0,1,1,0
58,9,48,0,0,1,1,0
58,13,50,0,0,0,0,0
61,9,40,0,0,1,1,0
58,9,40,7688,0,1,1,1
32,11,45,0,0,1,1,1
33,9,50,0,0,1,0,0
28,13,50,0,0,0,0,1
22,10,11,0,0,0,1,0
35,9,40,0,0,1,1,1
59,9,55,0,0,1,1,0
45,15,40,7688,0,1,1,1
50,9,40,0,0,1,1,0
56,8,40,0,0,0,0,0
36,9,40,0,0,1,1,0
18,6,30,0,0,1,1,0
28,10,60,0,0,1,1,0
42,11,40,0,0,1,1,1
60,9,40,0,0,1,1,0
41,10,91,0,0,1,1,0
42,13,45,7298,0,1,1,1
36,9,55,0,0,1,1,1
52,14,40,0,0,1,1,1
42,9,40,0,0,1,1,0
26,10,55,0,0,1,1,1
31,13,40,0,0,0,0,0
47,3,40,0,0,0,0,0
35,10,50,0,0,1,1,0
19,5,25,0,0,1,1,0
59,10,80,0,0,0,1,1
38,13,40,0,0,1,1,1
36,13,50,0,0,1,1,0
35,14,55,0,0,0,1,0
39,9,30,0,0,1,1,0
64,10,40,0,0,1,0,0
17,6,25,0,0,0,1,0
49,10,32,0,0,1,1,0
19,10,25,0,0,0,1,0
36,9,40,3137,0,0,1,0
26,9,45,0,0,1,1,0
27,3,40,2176,0,0,1,0
66,13,40,20051,0,1,1,1
38,4,40,0,0,1,1,0
25,13,25,0,0,0,1,0
19,9,40,0,0,0,1,0
30,12,50,4787,0,1,1,1
22,11,40,0,0,1,1,0
60,10,44,0,0,1,0,1
54,10,18,0,1977,1,1,1
46,9,37,0,0,1,0,0
33,10,40,0,0,1,1,0
51,14,40,0,0,0,0,0
43,15,60,15024,0,1,1,1
18,9,30,0,0,0,1,0
60,9,25,0,0,1,1,0
39,9,60,0,0,1,1,0
23,13,40,3325,0,0,1,0
39,12,40,0,0,0,1,0
40,10,40,0,0,1,1,0
48,10,65,0,0,1,1,1
24,9,40,0,0,1,1,0
32,9,40,0,0,1,0,0
31,10,60,0,0,1,1,0
39,9,40,0,0,1,1,0
27,14,40,0,0,0,1,0
45,14,38,0,0,1,1,0
22,9,40,0,0,0,0,0
31,13,40,0,0,1,1,0
63,9,40,0,0,0,0,0
45,13,50,0,0,1,1,1
28,10,50,0,0,0,0,0
23,13,40,0,0,0,1,0
50,9,44,0,0,1,1,1
33,8,40,0,0,1,1,0
22,10,40,0,0,1,1,0
27,13,46,13550,0,1,1,1
29,10,40,0,0,1,1,0
36,9,35,0,0,0,0,0
60,2,40,0,0,1,1,1
46,13,50,0,0,1,1,0
67,14,40,0,0,0,0,0
20,10,15,0,0,0,1,0
23,13,55,0,0,1,1,0
38,9,50,0,0,1,1,0
60,15,40,0,0,1,1,1
20,10,35,0,0,0,1,0
37,10,48,0,0,0,0,0
37,9,40,0,0,1,1,0
58,9,40,0,0,1,1,0
25,13,30,0,0,1,1,0
27,10,60,0,0,0,1,0
33,10,55,0,0,1,1,0
43,10,40,0,0,0,0,0
21,10,20,0,0,1,1,0
45,9,40,0,0,1,1,0
44,3,40,0,0,1,1,0
52,4,40,0,0,1,1,0
53,9,46,4787,0,1,0,1
31,9,20,0,0,0,1,0
18,7,15,0,0,1,1,0
20,9,30,0,0,0,1,0
32,9,40,0,0,1,1,0
48,6,40,0,0,1,1,0
46,9,40,0,0,1,1,0
28,9,50,0,0,1,1,0
27,9,40,0,0,1,1,0
18,10,32,0,0,0,1,0
69,9,12,9386,0,1,1,1
50,14,40,0,0,1,1,1
43,9,40,0,0,0,1,0
32,13,30,0,0,0,0,0
43,9,48,0,0,0,0,0
52,9,55,7688,0,1,1,1
50,13,40,0,0,1,1,1
35,10,40,0,0,0,0,1
20,9,5,0,0,0,1,0
73,9,65,0,0,0,0,0
46,9,45,0,0,0,0,0
58,9,60,0,0,1,1,1
46,15,60,15024,0,1,1,1
40,9,50,0,0,1,1,0
25,13,40,0,0,1,1,0
22,12,25,0,0,0,1,0
33,13,40,0,0,1,1,0
49,11,40,0,0,1,1,0
62,6,40,0,0,0,0,0
56,10,48,0,0,1,0,0
24,9,40,0,0,0,1,0
42,9,40,0,0,0,1,0
41,14,40,0,0,0,0,0
23,13,66,0,0,1,1,0
22,10,40,0,0,1,1,0
35,13,40,0,0,1,1,0
42,9,40,0,0,1,1,0
22,9,40,0,0,1,1,0
32,9,50,0,0,1,1,0
25,9,40,0,0,1,1,0
66,3,15,0,0,0,0,0
26,9,38,0,0,1,1,0
46,10,55,3325,0,1,0,0
55,13,45,0,0,1,1,1
24,9,40,0,0,1,1,0
25,9,40,0,0,1,1,0
22,10,40,0,0,0,1,0
31,9,40,0,0,1,1,0
30,9,40,0,0,0,0,0
54,9,15,0,0,1,1,0
19,10,40,0,0,0,1,0
56,5,40,0,0,0,0,1
47,9,60,0,0,1,1,0
29,9,40,0,0,1,1,0
53,9,40,0,0,1,1,0
22,9,40,0,0,0,1,0
50,13,60,0,1902,1,1,1
42,9,40,0,0,0,0,1
21,10,40,0,0,1,1,0
36,9,70,0,0,0,1,0
60,3,40,0,0,1,1,1
69,11,25,0,0,0,0,0
31,9,40,0,0,1,1,0
48,10,55,0,0,0,0,0
23,9,40,0,0,0,1,0
24,12,40,8614,0,1,0,1
47,9,40,0,0,1,1,1
36,9,40,0,0,0,1,0
39,12,50,0,0,1,1,1
22,9,46,0,0,0,1,0
27,13,45,10520,0,1,1,1
36,9,40,0,0,1,1,0
54,2,40,0,0,1,1,0
33,9,40,0,0,0,0,0
42,9,50,7688,0,1,1,1
52,10,65,0,0,1,1,0
23,13,32,0,0,1,1,0
33,2,40,0,0,1,1,0
30,11,38,0,0,0,0,0
35,11,38,0,0,1,1,0
35,11,20,0,0,0,1,1
27,9,37,0,0,1,1,0
24,9,35,0,0,1,1,0
44,9,40,0,0,1,1,0
62,11,20,0,0,0,0,0
45,13,40,15024,0,1,1,1
75,9,20,0,0,1,1,0
47,13,50,0,0,1,1,0
64,15,60,0,0,1,1,0
54,9,42,0,0,1,0,1
41,13,40,0,0,1,1,1
33,12,40,0,0,1,1,0
20,10,10,0,0,0,1,0
51,13,50,0,0,1,0,1
45,15,50,0,0,1,1,1
18,7,72,0,0,1,1,0
43,6,40,0,0,1,1,0
30,9,40,0,1504,1,1,0
32,9,40,0,0,0,0,0
45,10,40,0,1902,1,1,1
61,10,40,0,0,0,0,0
21,2,40,0,0,1,1,0
56,7,49,0,0,1,0,0
28,9,60,0,0,1,1,0
23,10,40,0,0,0,1,0
55,10,84,0,0,1,1,0
27,10,20,0,419,1,1,0
33,9,70,0,0,1,1,0
22,10,20,0,0,0,1,0
43,11,40,0,0,1,1,0
32,9,40,0,0,0,0,0
38,10,40,0,0,0,1,0
18,5,20,0,0,1,1,0
35,10,50,0,0,1,1,1
67,9,40,0,0,0,0,0
29,9,40,0,0,0,0,0
19,2,55,0,0,1,1,0
39,7,35,0,0,1,1,0
29,10,50,0,1887,1,1,1
45,15,55,0,0,1,1,1
44,10,40,3103,0,1,1,1
42,4,40,0,0,1,1,0
34,13,40,0,0,1,1,0
52,13,40,0,0,1,1,0
18,7,25,0,0,1,1,0
64,9,25,0,0,1,1,0
30,13,45,0,0,1,1,1
43,13,42,0,0,1,0,0
49,10,40,0,0,1,1,0
35,10,40,0,0,1,1,1
37,15,50,0,0,1,1,1
49,4,40,0,0,1,1,0
19,7,40,0,0,0,0,0
22,13,4,2202,0,1,1,0
31,9,40,0,0,1,1,0
26,10,40,0,0,1,1,0
44,10,55,0,0,1,1,0
38,10,40,0,0,0,1,0
33,9,60,0,0,1,1,0
24,9,37,0,0,0,0,0
18,8,20,0,0,1,1,0
32,11,40,0,0,0,0,0
27,9,40,0,0,0,0,0
28,14,40,0,0,1,1,0
30,11,40,0,0,1,1,0
33,9,38,0,0,1,1,0
74,14,10,0,0,0,0,0
36,9,70,0,0,1,1,0
36,12,55,0,0,1,1,0
29,9,20,0,2057,0,1,0
39,13,45,0,0,0,0,0
25,13,80,0,0,1,1,0
21,9,40,0,0,1,0,0
39,11,50,0,0,0,1,0
38,10,32,0,0,0,0,0
20,9,25,0,0,0,1,0
51,9,40,0,0,1,0,0
21,9,40,0,0,0,1,0
36,10,40,0,0,0,1,0
50,9,40,0,0,0,0,0
38,9,55,0,0,1,1,1
25,13,40,0,0,0,1,0
23,10,15,0,0,0,1,0
36,13,55,0,0,1,1,1
41,13,40,0,0,1,1,0
34,14,50,0,0,0,1,0
19,10,10,0,0,1,1,0
18,6,3,0,0,0,1,0
36,6,40,0,0,1,0,0
46,10,40,0,1887,1,1,1
29,10,45,0,0,1,1,0
23,9,32,0,0,0,1,0
35,9,40,0,0,1,1,0
35,9,40,0,0,1,1,0
40,9,40,0,0,1,1,0
22,10,40,0,0,1,1,0
19,10,15,0,0,0,1,0
70,7,40,0,0,1,1,0
38,10,55,0,0,1,0,0
35,10,50,0,0,1,1,0
25,10,35,0,0,0,1,0
39,10,45,0,0,1,1,1
50,16,37,0,0,1,1,1
43,12,50,0,0,1,1,0
37,10,40,0,0,1,1,1
51,9,40,7298,0,1,1,1
29,6,12,0,0,0,0,0
20,9,40,0,0,1,1,0
21,10,40,0,0,0,1,0
47,9,40,0,0,0,1,0
44,12,40,0,0,0,0,0
17,5,15,0,1719,1,1,0
25,7,40,0,0,1,1,0
43,16,40,0,0,0,1,0
46,11,40,0,0,1,1,1
42,10,60,0,0,1,1,0
46,14,40,0,0,1,0,0
22,10,30,0,0,0,1,0
49,9,40,0,0,1,1,0
21,9,50,0,0,1,1,0
53,14,40,0,0,0,1,1
43,10,42,0,0,1,0,0
22,9,50,0,0,1,1,0
33,13,45,10520,0,0,1,1
28,11,40,0,0,0,1,0
25,10,24,0,0,0,1,0
40,13,40,0,0,1,1,1
50,10,45,0,0,1,1,1
48,10,65,0,0,1,0,1
30,9,40,0,0,1,1,0
33,9,38,0,0,0,1,0
34,10,40,0,0,1,1,0
42,13,40,0,0,1,1,1
48,10,65,0,0,1,1,0
38,13,45,7688,0,1,1,1
29,9,40,0,0,1,1,0
33,6,40,0,0,1,1,0
64,13,55,27828,0,1,0,1
44,11,25,0,0,0,1,0
42,13,50,7298,0,1,1,1
49,9,45,0,0,1,1,0
25,9,40,0,0,1,1,0
33,13,40,0,0,0,1,0
38,10,60,0,0,1,1,0
20,9,38,0,0,0,1,0
44,9,50,0,0,1,1,0
45,13,40,0,0,1,1,1
27,9,50,0,0,1,1,0
18,9,40,0,0,1,1,0
38,9,50,0,0,1,0,0
45,7,42,0,0,1,1,0
27,9,40,2174,0,1,1,0
64,3,16,0,0,0,0,0
66,9,20,3432,0,1,1,0
34,13,35,0,0,0,1,0
45,13,40,0,0,1,1,1
42,9,40,0,0,1,0,0
32,13,60,0,1902,1,1,1
26,6,20,0,0,1,1,0
27,11,40,0,0,1,1,0
21,10,40,0,0,0,1,0
23,10,30,0,0,1,1,0
47,10,40,0,0,1,1,0
20,10,40,0,0,0,1,0
46,13,38,0,0,1,1,1
35,9,40,0,0,0,1,0
55,13,40,0,1887,1,1,1
28,10,24,0,0,0,1,0
21,10,40,0,0,0,1,0
36,9,40,0,0,1,1,0
29,16,60,0,0,0,0,1
38,13,40,0,0,1,1,1
37,13,50,0,0,1,1,1
81,2,45,0,0,1,0,0
41,10,40,0,0,0,0,0
29,13,40,0,0,0,1,0
30,12,40,0,0,0,0,0
25,9,40,0,0,1,1,0
42,9,40,0,0,0,1,0
30,9,40,0,0,1,0,0
65,9,20,0,0,1,1,0
18,9,35,0,0,1,1,0
26,7,48,6497,0,1,1,0
30,10,48,0,0,1,1,0
61,12,42,0,0,1,1,0
21,9,45,0,0,1,1,0
53,9,48,0,0,1,1,0
41,15,55,0,2415,0,1,1
43,10,45,15024,0,1,1,1
60,4,15,0,0,0,0,0
47,6,40,0,0,1,1,0
48,10,40,0,0,1,0,0
32,13,40,0,0,0,1,0
25,14,35,0,0,0,1,0
31,13,40,0,0,1,1,0
33,14,30,0,0,1,1,0
27,9,50,0,0,1,1,0
44,9,40,0,0,0,0,1
44,10,45,7298,0,1,1,1
37,10,40,0,0,1,1,0
34,9,40,0,0,1,0,0
51,10,40,0,0,1,1,1
51,14,40,0,0,1,0,0
25,13,60,0,0,1,1,0
25,13,24,0,0,0,1,0
29,13,50,0,0,1,1,1
36,9,70,0,0,1,1,1
55,9,40,0,0,0,0,0
39,13,40,0,0,0,0,0
31,6,40,0,0,1,0,0
31,15,40,0,0,1,1,0
51,11,40,0,0,0,1,0
30,11,40,2463,0,1,1,0
62,9,32,0,0,0,1,0
37,13,60,99999,0,1,1,1
30,13,50,7688,0,1,1,1
27,13,52,0,0,1,0,0
32,13,45,7298,0,1,1,1
23,10,30,0,0,1,1,0
35,5,50,0,0,1,1,0
46,12,36,0,0,0,1,0
45,13,50,0,0,1,0,1
27,9,40,0,0,1,1,0
46,9,40,0,0,1,1,1
22,7,20,0,0,0,1,0
37,10,30,0,0,0,0,0
42,10,40,0,0,1,1,0
45,9,40,0,0,0,0,0
33,11,40,0,0,1,1,0
46,11,40,0,0,1,1,0
24,9,50,0,0,1,1,0
56,9,40,0,0,0,0,0
34,10,12,0,0,0,1,1
50,9,40,0,0,1,1,1
48,13,50,0,0,1,1,1
45,7,36,0,0,0,1,0
55,11,50,5178,0,1,1,1
41,10,40,0,0,0,0,0
66,10,24,0,0,1,1,0
29,10,40,0,1408,0,1,0
37,10,40,5013,0,0,1,0
63,15,40,0,0,1,1,0
61,12,40,15024,0,1,1,1
64,13,50,27828,0,1,0,1
35,9,35,0,0,1,1,0
22,10,40,0,0,0,1,0
58,4,50,2936,0,1,1,0
58,10,45,0,0,1,1,1
24,9,48,0,0,0,1,0
34,10,6,0,0,0,0,0
33,14,50,0,0,0,1,0
33,9,60,0,0,1,1,0
17,7,15,0,0,0,1,0
27,13,40,0,0,1,1,1
20,10,20,0,0,0,1,0
52,13,40,0,1755,0,0,1
30,4,40,0,0,1,0,0
22,13,40,0,0,1,1,0
20,12,40,0,0,0,1,0
64,3,45,0,0,0,0,0
49,14,50,15024,0,1,1,1
38,13,60,0,0,0,0,0
46,9,80,0,0,1,1,1
17,6,20,0,0,1,1,0
45,2,40,0,0,1,1,0
27,13,40,0,0,0,1,0
45,11,30,0,0,0,0,0
26,9,78,0,0,1,0,1
23,12,20,0,1974,0,1,0
44,13,45,0,0,1,0,0
36,13,40,0,1741,1,0,0
35,5,40,0,0,0,1,0
24,9,40,0,0,0,1,0
56,13,40,0,0,0,1,0
47,14,40,0,0,1,0,0
32,13,50,0,0,1,1,1
29,13,10,3325,0,0,1,0
55,12,5,0,0,0,1,0
35,13,50,0,0,1,1,1
37,9,68,0,0,1,1,0
36,11,75,3908,0,1,1,0
33,9,45,0,0,0,1,0
34,9,50,0,0,1,0,0
24,10,40,0,0,1,1,0
25,9,40,0,0,0,1,0
31,9,45,0,0,1,1,0
38,11,40,0,0,1,1,0
30,13,40,0,0,1,1,1
35,9,32,0,0,1,1,0
67,13,60,0,0,0,0,0
34,13,40,0,0,0,1,0
46,9,40,0,0,0,1,0
19,10,16,0,0,0,1,0
26,12,15,0,0,0,1,0
28,10,40,0,0,1,1,0
47,10,40,0,0,1,1,0
49,14,40,0,0,1,1,1
33,15,40,0,1887,1,1,1
44,13,40,0,0,1,1,1
30,9,40,0,0,0,1,0
18,10,16,0,0,1,1,0
60,9,60,3103,0,1,1,1
44,14,56,14084,0,1,1,1
81,15,24,0,0,1,1,1
43,10,40,0,0,0,1,0
35,8,20,0,0,1,1,0
58,9,72,0,0,1,1,0
32,13,40,0,0,1,1,0
40,9,35,0,0,1,1,0
32,9,40,0,0,0,1,0
21,10,35,0,1721,0,1,0
44,9,25,0,0,1,1,0
33,13,45,0,1902,1,1,1
25,10,40,0,0,0,1,0
42,9,40,0,0,1,0,0
27,9,40,0,0,1,1,0
62,6,40,0,0,1,1,0
31,9,40,0,0,1,1,0
33,13,40,0,0,0,1,0
50,10,55,0,0,1,1,0
50,14,50,7688,0,1,1,1
46,11,60,0,0,1,1,0
22,12,35,0,0,0,1,0
66,15,55,20051,0,1,1,1
52,9,45,0,0,0,1,0
57,2,45,0,1602,0,0,0
41,11,40,0,0,1,0,0
42,9,42,0,1579,1,1,0
19,8,30,0,0,0,1,0
45,13,60,0,0,0,0,0
51,8,99,0,0,1,1,0
69,12,1,0,0,0,0,0
45,13,30,0,0,1,1,0
48,10,50,0,0,0,0,0
60,10,40,7298,0,1,1,1
42,9,40,0,0,0,1,0
19,10,10,0,0,0,1,0
39,9,70,0,0,1,1,0
46,9,50,0,0,1,1,1
58,9,40,3908,0,1,1,0
36,10,45,0,0,0,0,0
21,9,35,0,0,1,1,0
41,15,40,0,0,1,1,1
17,7,20,0,0,0,1,0
29,9,40,0,0,1,1,0
52,10,60,0,0,0,0,0
33,12,40,0,0,1,1,0
38,14,35,0,0,0,1,0
42,13,40,0,0,1,1,1
24,12,30,0,0,1,1,0
59,10,60,0,0,1,1,1
36,13,45,0,2415,1,1,1
54,10,40,7688,0,1,1,1
39,13,50,15024,0,1,1,1
42,9,96,0,0,1,1,0
54,13,50,0,0,1,1,0
26,12,40,0,0,0,1,0
50,9,40,0,0,1,1,1
42,11,45,0,0,1,1,0
48,13,40,7688,0,0,1,1
31,13,30,0,0,0,0,0
56,9,45,0,0,0,1,0
28,12,40,0,0,0,1,1
34,9,45,0,0,1,1,1
28,9,40,0,0,0,1,0
41,13,40,0,0,1,1,1
44,10,60,0,1887,1,1,1
34,12,65,0,0,1,1,0
26,14,55,0,0,1,1,1
37,13,40,0,2824,1,1,1
64,10,15,3411,0,1,1,0
25,11,40,0,0,0,0,0
48,10,40,0,0,1,1,0
47,10,40,0,0,0,0,0
17,7,20,0,0,0,1,0
44,3,40,0,0,1,1,0
46,10,40,0,0,0,0,0
32,13,50,0,0,1,0,0
42,10,40,0,0,1,1,0
33,13,50,0,0,1,0,1
61,9,40,0,0,0,0,0
47,13,40,0,0,1,1,0
35,13,45,8614,0,0,1,1
62,6,40,0,0,1,1,0
62,13,40,0,0,1,1,0
38,15,60,99999,0,1,1,1
19,10,40,0,0,0,1,0
33,13,40,0,0,1,1,0
39,13,42,0,0,0,1,0
17,7,10,0,0,1,1,0
58,10,40,0,0,1,1,0
35,13,50,0,0,0,0,0
34,9,50,4064,0,1,1,0
55,4,40,0,0,0,0,0
32,10,40,0,0,1,1,0
19,9,40,0,0,1,1,0
41,9,40,0,0,1,1,0
24,9,40,0,0,0,0,0
52,9,35,0,0,1,1,0
48,13,40,0,0,1,1,0
32,10,30,0,0,0,0,0
47,9,35,0,0,0,0,0
38,15,40,0,0,0,1,0
18,9,40,0,0,1,1,0
25,9,40,0,0,1,1,0
36,13,32,0,0,0,1,1
40,11,20,0,0,0,0,0
56,7,20,0,0,1,1,0
50,11,40,0,0,0,0,1
55,9,50,6418,0,1,1,1
32,9,40,0,0,1,1,0
41,11,43,0,0,1,1,1
28,10,52,0,0,0,1,0
53,10,55,0,0,1,1,0
26,11,40,0,0,0,1,0
60,13,55,5455,0,0,0,0
21,10,20,0,0,1,1,0
29,9,40,0,0,1,1,0
73,10,50,0,2174,1,1,1
43,13,45,0,0,1,1,1
45,10,45,0,0,1,1,0
35,5,35,0,0,0,1,0
36,9,40,0,0,0,0,1
25,9,50,0,0,0,1,0
38,10,40,0,0,1,1,0
30,10,40,0,0,0,0,0
49,10,40,7298,0,1,1,1
41,9,40,0,0,1,1,0
27,10,40,0,0,1,1,0
64,10,20,0,0,1,1,0
41,9,45,0,0,1,1,0
37,13,47,0,1887,1,1,1
51,3,40,0,0,0,0,0
35,10,40,7443,0,0,0,0
61,2,40,0,0,1,1,0
52,4,16,0,0,0,0,0
40,12,60,0,0,1,1,1
20,9,40,0,0,1,1,0
52,14,40,0,0,1,1,0
50,10,40,0,0,1,1,1
49,13,40,0,0,0,0,1
36,13,40,0,0,0,1,0
33,14,40,0,0,1,1,0
40,9,50,0,0,1,1,0
45,13,50,0,0,1,1,1
22,10,35,0,0,0,1,0
47,14,2,0,0,0,1,1
24,9,30,0,0,1,1,0
19,10,30,0,0,0,1,0
40,9,40,0,0,0,0,0
40,10,50,0,0,0,1,1
54,9,50,15024,0,1,1,1
43,15,35,0,0,1,1,1
63,13,40,0,0,1,1,0
18,7,20,0,0,0,1,0
19,2,40,0,0,1,1,0
49,9,45,0,0,1,1,0
27,14,45,0,0,1,1,1
49,14,40,0,0,0,0,0
60,9,50,0,0,1,1,0
71,9,40,0,0,1,1,0
34,9,40,0,0,1,1,0
29,13,46,0,0,0,1,1
30,10,44,0,0,1,1,0
46,9,17,0,0,1,1,0
32,11,40,0,0,1,1,0
25,9,75,0,0,1,1,0
25,14,45,0,0,1,1,0
22,10,40,0,0,0,1,1
32,10,50,0,0,1,1,0
40,16,30,0,0,0,1,1
51,14,40,27828,0,1,1,1
20,9,30,0,0,1,1,0
34,9,48,0,0,0,0,0
40,10,50,0,0,1,1,0
34,11,40,0,0,0,1,0
19,6,25,0,0,1,1,0
53,6,40,0,0,1,1,0
42,10,40,0,0,1,1,1
38,14,65,0,0,1,1,1
41,9,60,0,0,1,1,1
64,15,16,0,0,1,1,0
30,10,40,0,0,1,1,0
20,7,40,0,0,1,1,0
19,9,30,0,0,0,1,0
20,9,60,0,0,1,1,0
35,13,45,0,0,1,1,0
33,9,40,0,0,1,1,0
43,10,15,0,1902,1,1,1
38,10,38,0,0,0,0,0
50,10,30,0,0,0,1,0
23,9,10,0,0,0,0,0
30,10,10,0,0,0,1,0
33,13,40,0,0,0,0,0
48,9,40,0,0,1,0,0
43,13,24,0,0,0,0,0
33,10,40,0,0,1,1,0
50,14,45,0,0,1,1,1
23,10,40,0,0,1,1,1
36,10,50,0,0,1,0,0
50,9,46,0,0,0,0,0
26,9,20,0,0,0,1,0
55,14,40,0,2267,0,1,0
37,9,40,0,0,1,1,0
43,9,40,0,0,1,1,0
38,10,40,0,0,1,1,0
42,4,30,0,0,1,1,0
47,16,45,0,2002,1,1,0
44,13,40,0,0,1,1,0
28,9,40,0,0,1,1,0
51,10,40,0,0,0,0,0
51,9,40,0,0,1,1,0
49,13,40,0,0,1,1,0
62,16,50,15024,0,1,1,1
31,10,40,0,0,0,1,0
29,7,14,2829,0,0,1,0
23,10,30,0,0,1,1,0
40,10,40,0,0,0,0,0
66,4,50,0,0,1,1,0
17,7,20,0,0,0,1,0
37,10,40,0,0,1,1,1
69,15,3,0,0,1,1,0
23,13,40,0,0,0,1,0
38,9,42,0,0,1,1,1
37,9,40,0,0,1,1,0
38,10,40,0,0,0,0,0
38,5,54,0,0,1,1,0
37,13,40,0,0,0,1,0
37,9,50,0,0,1,1,1
23,5,70,0,0,1,1,0
17,6,15,0,0,0,1,0
48,13,35,0,0,1,1,0
17,7,23,0,0,0,1,0
55,14,60,0,1977,1,1,1
35,10,40,0,0,1,1,1
68,10,12,0,0,0,1,1
35,13,45,0,0,1,1,0
53,13,60,0,0,1,1,1
43,9,48,0,0,1,1,0
36,14,40,0,0,1,1,0
24,9,40,0,0,0,0,0
45,10,48,0,0,1,1,0
34,10,40,0,2057,0,1,0
56,9,38,0,0,0,1,0
36,9,45,0,0,1,1,1
22,10,50,0,0,1,1,0
19,5,35,0,1719,1,1,0
33,9,36,0,0,1,1,0
48,9,32,0,0,0,1,0
20,10,30,0,0,0,1,0
64,12,50,0,1887,1,1,1
47,7,40,0,0,1,1,0
20,10,25,0,0,0,1,0
44,13,40,0,0,0,0,0
45,13,77,0,0,1,1,0
45,9,40,5178,0,0,1,1
45,14,37,0,0,1,1,1
27,13,40,0,0,1,1,0
41,9,72,0,0,1,1,1
20,9,55,0,0,1,1,0
54,13,40,7688,0,1,1,1
17,6,10,0,1602,0,1,0
50,9,40,0,0,1,1,1
31,14,40,0,0,1,1,0
49,9,30,0,0,1,1,0
44,14,40,0,0,1,1,0
49,9,50,0,0,1,0,0
28,13,52,0,0,1,1,0
43,10,99,4386,0,1,1,1
33,12,40,0,0,0,0,0
35,10,55,0,0,0,0,0
17,7,20,0,0,0,1,0
25,9,40,0,0,1,1,0
41,9,40,0,0,0,0,0
30,14,45,0,0,1,1,0
48,11,56,0,0,1,1,1
61,10,35,0,0,1,1,0
41,9,40,0,0,1,0,0
36,9,50,0,0,1,1,0
24,10,40,0,0,1,1,0
27,9,40,0,0,1,1,0
18,7,2,0,0,0,1,0
20,10,15,0,0,0,1,0
18,10,12,0,0,1,1,0
23,9,40,0,0,1,1,0
43,14,45,0,1887,1,1,1
38,10,40,0,0,0,1,0
36,10,40,0,0,0,0,0
28,13,50,0,0,1,1,0
47,10,40,0,0,1,1,0
51,16,84,15024,0,1,1,1
35,13,40,0,0,1,1,1
38,13,60,0,0,1,1,0
47,10,40,0,0,1,1,1
26,7,40,0,0,0,0,0
31,10,40,0,0,1,0,1
46,10,35,0,0,0,0,0
49,10,40,0,0,0,1,0
19,9,30,0,0,0,1,0
45,10,50,0,0,1,1,0
46,13,45,7688,0,1,1,1
70,10,20,0,0,1,1,0
19,10,20,0,0,0,1,0
